,Model,Year,Oil,Volume,Power,GSB,Drive,Color,Kilometers,Wheel,Generation,Complectation,Price,Pred_Price
1682,2112,2002,бензин,1.5,91,механика,передний,серый,197000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,60000,91770.59832763672
1684,2109,1997,бензин,1.5,70,механика,передний,фиолетовый,197000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,59000,51231.314880371094
1688,2101,1976,бензин,1.3,64,механика,задний,красный,70000,левый,1 поколение,1.3 MT 21011,104999,52774.798080444336
1691,Гранта,2014,бензин,1.6,98,АКПП,передний,белый,61045,левый,1 поколение,1.6 AT Люкс,485000,439275.1888580322
1692,2109,2002,бензин,1.5,78,механика,передний,серебристый,150000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,80000,78714.35317993164
1694,2109,1996,бензин,1.5,78,механика,передний,голубой,150000,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,65000,27540.244186401367
1695,2115 Самара,2010,бензин,1.6,81,механика,передний,серебристый,172000,левый,1 поколение,1.6 MT 21154-20-010,155000,177738.16619873047
1696,2114 Самара,2006,бензин,1.5,77,механика,передний,черный,239687,левый,1 поколение,1.5 MT Базовая,80000,115409.53903198242
1698,Веста Кросс,2020,бензин,1.6,113,вариатор,передний,белый,20000,левый,1 поколение,1.6 CVT Luxe + пакет Multimedia,1250000,1263801.9550628662
1699,2114 Самара,2007,бензин,1.6,81,механика,передний,серебристый,202882,левый,1 поколение,1.6 MT 21144-20-010,115000,119569.89796447754
1700,2112,2004,бензин,1.5,91,механика,передний,серый,100000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,130000,122496.18334960938
1706,4x4 2131 Нива,2004,бензин,1.7,79,механика,4WD,зеленый,145623,левый,1 поколение,1.7 MT Стандарт-2131,185000,194993.04829406738
1707,Веста Кросс,2018,бензин,1.8,122,робот,передний,красный,70300,левый,1 поколение,1.8 AMT Luxe,890000,831503.8592681885
1708,2114 Самара,2009,бензин,1.6,81,механика,передний,черный,129647,левый,1 поколение,1.6 MT 21144-20-010,270000,157512.47875976562
1709,Гранта,2015,бензин,1.6,87,механика,передний,белый,129000,левый,1 поколение,1.6 MT Норма,500000,356721.85067749023
1711,2114 Самара,2011,бензин,1.6,81,механика,передний,зеленый,117300,левый,1 поколение,1.6 MT 21144-32-010,249000,230743.263381958
1712,2112,2003,бензин,1.5,91,механика,передний,зеленый,224000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,45000,76845.47311401367
1714,2106,1992,бензин,1.3,64,механика,задний,фиолетовый,52000,левый,1 поколение,1.3 MT 21063,50000,83005.47999572754
1715,2106,1987,бензин,1.3,64,механика,задний,зеленый,56000,левый,1 поколение,1.3 MT 21063,150000,34544.02899169922
1716,Веста Кросс,2021,бензин,1.6,106,механика,передний,синий,14300,левый,1 поколение,1.6 MT Comfort + Winter EnjoY,1250000,1308809.2346496582
1717,2111,2004,бензин,1.5,91,механика,передний,серебристый,286000,левый,1 поколение,1.5i MT Стандарт,160000,143001.7744293213
1720,2104,2011,бензин,1.6,74,механика,задний,синий,85000,левый,1 поколение,1.6 MT 21041,179000,194623.52223205566
1724,2114 Самара,2008,бензин,1.6,80,механика,передний,серебристый,150000,левый,1 поколение,1.6 MT 21144-20-010,120000,127534.88735961914
1725,2114 Самара,2012,бензин,1.6,81,механика,передний,серый,113000,левый,1 поколение,1.6 MT 21144-42-010,220000,261058.85974121094
1726,2106,1998,бензин,1.5,72,механика,задний,зеленый,397780,левый,1 поколение,1.5 MT 21065-01,35000,15737.9775390625
1727,2114 Самара,2010,бензин,1.6,81,механика,передний,белый,220000,левый,1 поколение,1.6 MT 21144-20-010,195000,131157.0775604248
1730,2101,1980,бензин,1.2,59,механика,задний,бордовый,100000,левый,1 поколение,1.2 MT 21013,40000,36530.517150878906
1733,2114 Самара,2005,бензин,1.5,77,механика,передний,белый,200000,левый,1 поколение,1.5 MT Базовая,130000,93597.45964050293
1735,Приора,2008,бензин,1.6,98,механика,передний,зеленый,163000,левый,1 поколение,1.6 MT Норма 21703-01-010,190000,213826.71212768555
1739,2115 Самара,2002,бензин,1.5,76,механика,передний,серебристый,251488,левый,1 поколение,1.5i MT Базовая,70000,71399.9965057373
1740,4x4 2121 Нива,2013,бензин,1.7,83,механика,4WD,синий,117000,левый,1 поколение,1.7 MT Стандарт + ABS+BAS,335000,398275.1952972412
1741,2114 Самара,2006,бензин,1.5,77,механика,передний,серебристый,229000,левый,1 поколение,1.5 MT Базовая,135000,106160.97720336914
1743,2112,2008,бензин,1.6,89,механика,передний,черный,230000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,145000,129214.7494506836
1744,2114 Самара,2012,бензин,1.6,81,механика,передний,серебристый,161000,левый,1 поколение,1.6 MT 21144-30-010,160000,206109.76832580566
1745,Приора,2012,бензин,1.6,98,механика,передний,зеленый,150000,левый,1 поколение,1.6 MT Норма 21723-01-041,315000,300515.803024292
1748,2115 Самара,2004,бензин,1.5,76,механика,передний,серебристый,208000,левый,1 поколение,1.5i MT Базовая,70000,93812.90649414062
1752,Приора,2011,бензин,1.6,98,механика,передний,серый,136000,левый,1 поколение,1.6 MT Норма 21713-01-041,340000,339998.5899963379
1753,Приора,2012,бензин,1.6,98,механика,передний,синий,106000,левый,1 поколение,1.6 MT Люкс 21713-23-041,380000,379998.22521972656
1755,Гранта,2015,бензин,1.6,87,механика,передний,серебристый,84000,левый,1 поколение,1.6 MT Норма Классик,340000,339999.657913208
1756,Гранта,2012,бензин,1.6,82,механика,передний,серебристый,39000,левый,1 поколение,1.6 MT Стандарт,300000,302643.1350402832
1757,2112,2005,бензин,1.6,89,механика,передний,зеленый,240000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,100000,90584.18083190918
1758,Веста,2018,бензин,1.6,106,механика,передний,белый,40000,левый,1 поколение,1.6 MT Comfort + пакет Image,790000,799645.2055969238
1759,4x4 2131 Нива,2015,бензин,1.7,83,механика,4WD,серебристый,115000,левый,1 поколение,1.7 MT Стандарт,455000,362724.4921569824
1760,2108,1996,бензин,1.5,70,механика,передний,красный,43000,левый,"1 поколение, рестайлинг",1.5 MT 21083-01 Норма,42000,59354.086853027344
1761,2114 Самара,2004,бензин,1.5,77,механика,передний,бордовый,216000,левый,1 поколение,1.5 MT Базовая,105000,107712.57958984375
1762,4x4 Урбан,2018,бензин,1.7,83,механика,4WD,белый,48000,левый,1 поколение,1.7 MT Luxe 3 дв.,820000,788853.4050292969
1765,21099,1997,бензин,1.5,70,механика,передний,белый,183000,левый,1 поколение,1.5 MT 21099-00 Стандарт,55000,25937.46923828125
1767,21099,1999,бензин,1.5,70,механика,передний,зеленый,25000,левый,1 поколение,1.5 MT 21099-00 Стандарт,60000,72696.31962585449
1769,2113 Самара,2008,бензин,1.6,80,механика,передний,голубой,170000,левый,1 поколение,1.6 MT 21134-22-010,125000,145986.9481201172
1772,2114 Самара,2005,бензин,1.5,77,механика,передний,синий,145000,левый,1 поколение,1.5 MT Базовая,120000,100127.69374084473
1774,4x4 2121 Нива,1989,бензин,1.6,80,механика,4WD,красный,90000,левый,1 поколение,1.6 MT,170000,185795.78367614746
1776,Приора,2018,бензин,1.6,87,механика,передний,коричневый,78000,левый,"1 поколение, рестайлинг",1.6 MT Стандарт 21702-40-050,450000,488549.05012512207
1779,2104,2010,бензин,1.6,74,механика,задний,синий,87448,левый,1 поколение,1.6 MT 21041,170000,186414.5514831543
1780,Гранта,2014,бензин,1.6,87,механика,передний,серебристый,115000,левый,1 поколение,1.6 MT Норма,330000,360307.6996765137
1781,Веста,2016,бензин,1.6,106,робот,передний,красный,109000,левый,1 поколение,1.6 AMT Comfort,700000,663085.4439697266
1783,Гранта,2012,бензин,1.6,82,механика,передний,бордовый,30000,левый,1 поколение,1.6 MT Стандарт,370000,319230.7541656494
1784,2115 Самара,2011,бензин,1.6,81,механика,передний,белый,116000,левый,1 поколение,1.6 MT 21154-32-010,175000,213648.5368499756
1785,Гранта,2020,бензин,1.6,87,механика,передний,серый,33000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,680000,659887.012298584
1788,Веста Кросс,2019,бензин,1.6,106,механика,передний,серебристый,49000,левый,1 поколение,1.6 MT Luxe + пакет Multimedia,899000,863097.0678710938
1789,21099,1995,бензин,1.5,70,механика,передний,серебристый,222000,левый,1 поколение,1.5 MT 210992-01 Норма,70000,18770.51254272461
1790,Гранта,2013,бензин,1.6,98,АКПП,передний,черный,130000,левый,1 поколение,1.6 AT Люкс,474000,440883.3252105713
1792,2109,2002,бензин,1.5,78,механика,передний,черный,150000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,49999,89623.05773925781
1793,2101,1978,бензин,1.3,64,механика,задний,белый,55000,левый,1 поколение,1.3 MT 21011,55000,65520.67272949219
1795,2106,1987,бензин,1.3,64,механика,задний,голубой,300000,левый,1 поколение,1.3 MT 21063,45000,-133.9466552734375
1796,4x4 2121 Нива,2020,бензин,1.7,83,механика,4WD,серый,17000,левый,"1 поколение, рестайлинг",1.7 MT Classic,739000,750591.9633331299
1797,Гранта,2019,бензин,1.6,87,механика,передний,серый,39000,левый,"1 поколение, рестайлинг",1.6 MT Standart,530000,561811.8053436279
1800,Веста Кросс,2021,бензин,1.6,113,вариатор,передний,красный,16000,левый,1 поколение,1.6 CVT Black,1490000,1481954.6555023193
1801,Гранта,2019,бензин,1.6,87,механика,передний,белый,167000,левый,"1 поколение, рестайлинг",1.6 MT Classic + пакет Optima,400000,641246.1328277588
1802,2109,2001,бензин,1.5,78,механика,передний,зеленый,145000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,67000,68980.00880432129
1803,2106,2001,бензин,1.6,75,механика,задний,синий,92000,левый,1 поколение,1.6 MT 21065,75000,89590.94898986816
1806,2115 Самара,2006,бензин,1.5,76,механика,передний,зеленый,140000,левый,1 поколение,1.5i MT Базовая,117000,117351.20320129395
1810,2114 Самара,2006,бензин,1.5,77,механика,передний,белый,25000,левый,1 поколение,1.5 MT Базовая,135000,128611.04811096191
1811,Приора,2017,бензин,1.6,87,механика,передний,серебристый,108000,левый,"1 поколение, рестайлинг",1.6 MT Стандарт 21702-40-050,495000,463717.48516845703
1814,Ларгус Кросс,2017,бензин,1.6,102,механика,передний,коричневый,79000,левый,1 поколение,1.6 MT Luxe 5 мест,829000,756607.7656707764
1819,Приора,2011,бензин,1.6,98,механика,передний,черный,200000,левый,1 поколение,1.6 MT Люкс 21723-83-039,300000,304011.38513183594
1821,2115 Самара,2006,бензин,1.5,76,механика,передний,серебристый,95145,левый,1 поколение,1.5i MT Базовая,187000,127001.4430847168
1823,2115 Самара,2006,бензин,1.5,76,механика,передний,серебристый,170000,левый,1 поколение,1.5i MT Базовая,80000,115373.29817199707
1824,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,250000,левый,1 поколение,1.5 MT Базовая,40000,87241.40397644043
1825,4x4 2131 Нива,2014,бензин,1.7,83,механика,4WD,серебристый,180000,левый,1 поколение,1.7 MT Стандарт,465000,344798.5523376465
1826,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,230000,левый,1 поколение,1.5 MT Базовая,70000,90348.24917602539
1827,2112,2007,бензин,1.6,89,механика,передний,черный,230,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,55000,157079.04777526855
1828,2114 Самара,2006,бензин,1.5,77,механика,передний,зеленый,111111,левый,1 поколение,1.5 MT Базовая,50000,121791.75816345215
1830,2114 Самара,2006,бензин,1.5,77,механика,передний,черный,130000,левый,1 поколение,1.5 MT Базовая,120000,132448.5655670166
1831,2115 Самара,2003,бензин,1.5,76,механика,передний,серебристый,235200,левый,1 поколение,1.5i MT Базовая,90000,81758.90412902832
1832,2114 Самара,2006,бензин,1.5,77,механика,передний,черный,195000,левый,1 поколение,1.5 MT Базовая,70000,122351.3186340332
1833,Приора,2009,бензин,1.6,98,механика,передний,зеленый,150000,левый,1 поколение,1.6 MT Люкс 21703-02-018,165000,163009.6121826172
1834,2109,2004,бензин,1.5,72,механика,передний,серебристый,150000,левый,"1 поколение, рестайлинг",1.5i MT Норма,70000,77990.19013977051
1835,Приора,2011,бензин,1.6,87,механика,передний,черный,182000,левый,1 поколение,1.6 МТ Стандарт 21702-20-040,260000,272032.9685058594
1836,2115 Самара,2001,бензин,1.5,76,механика,передний,серебристый,238000,левый,1 поколение,1.5i MT Базовая,85000,65666.56004333496
1837,2109,2002,бензин,1.5,78,механика,передний,серый,147668,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,85000,90208.70079040527
1839,Приора,2010,бензин,1.6,98,механика,передний,белый,78000,левый,1 поколение,1.6 MT Люкс 21723-83-039,299000,294985.99322509766
1840,4x4 2121 Нива,1997,бензин,1.7,79,механика,4WD,белый,126159,левый,1 поколение,1.7 MT,170000,170655.12432861328
1843,Гранта,2017,бензин,1.6,87,механика,передний,белый,63000,левый,1 поколение,1.6 MT Standard,555000,456196.88471984863
1844,Ларгус,2014,бензин,1.6,84,механика,передний,синий,151000,левый,1 поколение,1.6 MT Norma 5 мест,555000,503738.89862060547
1847,Приора,2015,бензин,1.6,98,механика,передний,черный,73928,левый,"1 поколение, рестайлинг",1.6 MT Норма 21703-32-054,590000,589997.5304870605
1848,4x4 2121 Нива,2021,бензин,1.7,83,механика,4WD,черный,13000,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,900000,1043793.1649169922
1856,2114 Самара,2013,бензин,1.6,81,механика,передний,коричневый,146000,левый,1 поколение,1.6 MT 21144-40-021,195000,198337.30284118652
1857,2104,1990,бензин,1.3,64,механика,задний,бежевый,374000,левый,1 поколение,1.3 MT 2104,80000,57997.85380554199
1859,Приора,2010,бензин,1.6,98,механика,передний,черный,170000,левый,1 поколение,1.6 MT Люкс 21703-02-018,125000,181322.52723693848
1860,2106,1995,бензин,1.6,75,механика,задний,бежевый,69855,левый,1 поколение,1.6 MT4 2106,100000,95200.77168273926
1861,2106,2002,бензин,1.6,75,механика,задний,коричневый,65000,левый,1 поколение,1.6 MT 21065,90000,125209.82763671875
1862,2106,1992,бензин,1.3,64,механика,задний,бежевый,40000,левый,1 поколение,1.3 MT 21063,40000,100359.92077636719
1863,Гранта,2012,бензин,1.6,82,механика,передний,серебристый,88940,левый,1 поколение,1.6 MT Стандарт,269000,294885.34255981445
1865,Гранта,2012,бензин,1.6,87,механика,передний,черный,164000,левый,1 поколение,1.6 MT Норма 012,280000,280000.68377685547
1867,1111 Ока,2004,бензин,0.7,33,механика,передний,белый,70000,левый,1 поколение,0.6 MT 11113,44999,75349.04479980469
1868,2108,2000,бензин,1.5,68,механика,передний,белый,150000,левый,"1 поколение, рестайлинг",1.5 MT 21083-01 Норма,70000,52648.565673828125
1870,Гранта,2014,бензин,1.6,98,АКПП,передний,белый,61000,левый,1 поколение,1.6 AT Люкс,485000,439282.1792602539
1871,21099,1995,бензин,1.5,70,механика,передний,белый,93800,левый,1 поколение,1.5 MT 21099-00 Стандарт,40000,24136.61311340332
1874,2108,1990,бензин,1.3,64,механика,передний,красный,128866,левый,1 поколение,1.3 MT 21086,22000,69657.14717102051
1875,21099,1997,бензин,1.5,70,механика,передний,белый,200000,левый,1 поколение,1.5 MT 21099-00 Стандарт,50000,23296.650802612305
1877,2106,1985,бензин,1.3,64,механика,задний,зеленый,97000,левый,1 поколение,1.3 MT 21063,44000,12517.610534667969
1878,Приора,2012,бензин,1.6,98,механика,передний,черный,183000,левый,1 поколение,1.6 MT Норма 21723-21-041,229000,228998.7597808838
1880,2115 Самара,2001,бензин,1.5,76,механика,передний,белый,270614,левый,1 поколение,1.5i MT Базовая,90000,51360.477310180664
1882,4x4 2121 Нива,2019,бензин,1.7,83,механика,4WD,зеленый,52000,левый,"1 поколение, рестайлинг",1.7 MT Luxe,715000,981034.3320007324
1883,2114 Самара,2011,бензин,1.6,98,механика,передний,белый,159000,левый,1 поколение,1.6 MT 211440-26,130000,152576.4245300293
1884,2108,1992,бензин,1.3,64,механика,передний,белый,200000,левый,1 поколение,1.3 MT 21086,37000,69022.77154541016
1885,Приора,2009,бензин,1.6,98,механика,передний,черный,155000,левый,1 поколение,1.6 MT Люкс 21723-01-018,152000,222181.77546691895
1886,2112,2008,бензин,1.6,89,механика,передний,серебристый,250000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,130000,115199.19967651367
1887,2101,1985,бензин,1.2,59,механика,задний,оранжевый,152000,левый,1 поколение,1.2 MT 21013,50000,173320.8781890869
1892,4x4 2121 Нива,2016,бензин,1.7,83,механика,4WD,зеленый,52000,левый,1 поколение,1.7 MT,520000,369791.7548980713
1893,21099,2003,бензин,1.5,78,механика,передний,зеленый,270000,левый,1 поколение,1.5i MT 210992-21 Норма,98000,98000.06701660156
1897,Гранта,2015,бензин,1.6,87,механика,передний,бордовый,38000,левый,1 поколение,1.6 MT Норма Классик+,440000,423193.03953552246
1899,2112,2006,бензин,1.6,89,механика,передний,бежевый,140000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,160000,138134.05096435547
1904,2112,2000,бензин,1.5,91,механика,передний,серебристый,100000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,85000,75304.19757080078
1906,2114 Самара,2006,бензин,1.5,77,механика,передний,серебристый,300000,левый,1 поколение,1.5 MT Базовая,160000,95131.67669677734
1909,4x4 2121 Нива,1999,бензин,1.7,79,механика,4WD,белый,90000,левый,1 поколение,1.7 MT Base,250000,198601.90838623047
1911,Ларгус,2013,бензин,1.6,84,механика,передний,белый,230000,левый,1 поколение,1.6 MT Norma 5 мест,510000,485651.7573699951
1917,2114 Самара,2012,бензин,1.6,89,механика,передний,черный,156000,левый,1 поколение,1.6 MT 211440-24,353000,242712.59703063965
1918,2112,2008,бензин,1.6,89,механика,передний,черный,92000,левый,1 поколение,1.6 MT Базовая 3-дв. 21123,160000,188099.05946350098
1920,4x4 Урбан,2020,бензин,1.7,83,механика,4WD,черный,12676,левый,"1 поколение, рестайлинг",1.7 MT Luxe 3 дв.,975000,954508.50440979
1922,2115 Самара,2011,бензин,1.6,81,механика,передний,белый,123000,левый,1 поколение,1.6 MT 21154-32-010,175000,212561.14102172852
1923,2109,1993,бензин,1.5,73,механика,передний,красный,88000,левый,1 поколение,1.5 MT,45000,45001.30488586426
1924,Приора,2008,бензин,1.6,98,механика,передний,зеленый,280000,левый,1 поколение,1.6 MT Норма 21723-81-045,160000,235715.2015838623
1929,4x4 2121 Нива,1994,бензин,1.6,80,механика,4WD,белый,110000,левый,1 поколение,1.6 MT Base,115000,162134.61486816406
1930,Гранта,2016,бензин,1.6,87,механика,передний,серебристый,44000,левый,1 поколение,1.6 MT Стандарт,490000,373573.75981140137
1931,2104,1994,бензин,1.5,71,механика,задний,черный,40000,левый,1 поколение,1.5 MT5 21043,130000,87267.79348754883
1932,Гранта,2018,бензин,1.6,98,АКПП,передний,коричневый,19800,левый,"1 поколение, рестайлинг",1.6 AT Luxe,760000,749828.5119934082
1933,2109,2004,бензин,1.5,72,механика,передний,серебристый,250000,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,75000,25621.310638427734
1934,Веста Кросс,2019,бензин,1.8,122,робот,передний,красный,48200,левый,1 поколение,1.8 AMT Luxe + пакет Multimedia,1180000,989709.2005615234
1936,Гранта,2018,бензин,1.6,106,механика,передний,белый,42000,левый,1 поколение,1.6 MT Luxe + пакет Prestige,835000,680378.6773986816
1938,2101,1984,бензин,1.2,59,механика,задний,зеленый,74502,левый,1 поколение,1.2 MT 21013,50000,53934.304107666016
1939,2114 Самара,2008,бензин,1.6,81,механика,передний,зеленый,294000,левый,1 поколение,1.6 MT 21144-20-010,135000,110561.75196838379
1942,2114 Самара,2004,бензин,1.5,77,механика,передний,синий,111111,левый,1 поколение,1.5 MT Базовая,90000,97563.39474487305
1947,Приора,2010,бензин,1.6,98,механика,передний,серебристый,110000,левый,1 поколение,1.6 MT Люкс 21723-01-020,245000,249719.5870666504
1950,2109,1999,бензин,1.5,70,механика,передний,коричневый,120000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,75000,85178.40425109863
1952,2115 Самара,2009,бензин,1.6,81,механика,передний,серебристый,220000,левый,1 поколение,1.6 MT 21154-22-010,145000,152147.76834106445
1953,2114 Самара,2010,бензин,1.6,81,механика,передний,зеленый,67324,левый,1 поколение,1.6 MT 21144-20-010,105000,161431.49996948242
1954,Веста,2018,бензин,1.8,122,робот,передний,белый,92000,левый,1 поколение,1.8 AMT Luxe + пакет Multimedia,770000,800929.1405029297
1956,2109,2001,бензин,1.5,68,механика,передний,черный,98000,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,55000,84710.02442932129
1958,2101,1983,бензин,1.2,59,механика,задний,голубой,999999,левый,1 поколение,1.2 MT 21013,26000,-94437.64897155762
1960,21099,1995,бензин,1.5,70,механика,передний,красный,4045,левый,1 поколение,1.5 MT 210992-01 Норма,25000,48630.029724121094
1961,2114 Самара,2003,бензин,1.5,77,механика,передний,серебристый,140000,левый,1 поколение,1.5 MT Базовая,45000,96500.35974121094
1965,2104,1985,бензин,1.3,64,механика,задний,красный,65000,левый,1 поколение,1.3 MT 2104,55000,41352.45428466797
1966,Веста,2016,бензин,1.6,106,робот,передний,белый,101000,левый,1 поколение,1.6 AMT Luxe + пакет Multimedia,750000,691736.6434783936
1967,2106,1997,бензин,1.6,75,механика,задний,белый,20530,левый,1 поколение,1.6 MT5 2106,65000,58948.01417541504
1968,Гранта,2014,бензин,1.6,87,механика,передний,серебристый,130000,левый,1 поколение,1.6 MT Норма,330000,357977.56576538086
1969,Веста,2018,бензин,1.6,106,механика,передний,коричневый,76000,левый,1 поколение,1.6 MT Comfort + пакет Image,830000,815635.2387390137
1970,2106,1995,бензин,1.5,72,механика,задний,красный,166666,левый,1 поколение,1.5 MT 21065-01,55000,26837.927673339844
1971,4x4 2131 Нива,2018,бензин,1.7,83,механика,4WD,серый,50000,левый,1 поколение,1.7 MT Luxe,600000,793393.342376709
1972,Веста,2019,бензин,1.6,106,механика,передний,коричневый,58000,левый,1 поколение,1.6 MT Luxe + пакет Multimedia,650000,705135.8606567383
1973,2101,1974,бензин,1.3,64,механика,задний,синий,100000,правый,1 поколение,1.3 MT ВАЗ-21012/Lada 1200,55000,2941.2326049804688
1974,2114 Самара,2012,бензин,1.6,89,механика,передний,черный,202000,левый,1 поколение,1.6 MT 211440-24,311111,235566.85304260254
1976,Веста,2017,бензин,1.6,106,робот,передний,серый,78000,левый,1 поколение,1.6 AMT Luxe + пакет Multimedia,670000,728255.1728515625
1983,2106,2000,бензин,1.5,72,механика,задний,красный,100000,левый,1 поколение,1.5 MT 21065-01,85000,76337.43922424316
1984,2112,2007,бензин,1.6,81,механика,передний,черный,180000,левый,1 поколение,1.6 MT Базовая 5-дв.,170000,144306.9337463379
1986,2104,1989,бензин,1.6,74,механика,задний,белый,1,левый,1 поколение,1.6 MT 21041,70000,37609.80578613281
1987,4x4 2121 Нива,2002,бензин,1.7,79,механика,4WD,бордовый,141749,левый,1 поколение,1.7 MT Base,205000,238478.46940612793
1988,Гранта,2012,бензин,1.6,87,механика,передний,серебристый,178000,левый,1 поколение,1.6 MT Норма,300000,334863.7514953613
1991,2115 Самара,2006,бензин,1.5,76,механика,передний,черный,90000,левый,1 поколение,1.5i MT Базовая,100000,138709.38359069824
1998,Гранта,2017,бензин,1.6,87,механика,передний,коричневый,100000,левый,1 поколение,1.6 MT Comfort,515000,498096.44343566895
1999,2114 Самара,2005,бензин,1.5,77,механика,передний,синий,199000,левый,1 поколение,1.5 MT Базовая,210000,91739.21166992188
